"","RN","PN","Rdate"
"4502","MK181759","AYW00312","2018/08/01"
"14625","MK400792","QAB03260","2018/02/07"
"14990","MH083124","AVP08122","2017/12/19"
"4480","MH792615","AXQ12635","2018/06/07"
"7138","MK077384","AYN08102","2018/08/19"
"315","MH131222","AVR50529","2017/11/17"
"4138","MK271172","AZK23209","2018/10/15"
"4534","MK363419","AZS63666","2018/10/25"
"8918","CY258348","ATZ79768","2017/10/24"
"12474","MK400779","QAB03247","2018/02/26"
"12473","MK400778","QAB03246","2018/02/22"
"12471","MK381500","AZY87063","2018/03/01"
"5796","MH885206","AXX75363","2018/01/08"
"2663","MH393254","AWN24747","2017/09/20"
"5790","MH778981","AXP19242","2018/01/16"
"1774","CY265205","AUP49527","2017/11/20"
"5556","CY243694","ASZ79788","2017/08/03"
"8843","CY245054","ATI22579","2017/08/02"
"8113","CY260985","AUH30178","2017/11/17"
"11719","MG984158","AVH86626","2017/09/21"
"11717","MG984505","AVH87147","2017/09/13"
"11706","MG984305","AVH86847","2017/06/23"
"11709","MG984345","AVH86907","2017/07/31"
"11714","MG984441","AVH87051","2017/08/29"
"11710","MG984353","AVH86919","2017/08/09"
"11722","MG984128","AVH86581","2017/09/29"
"11713","MG984425","AVH87027","2017/08/23"
"11716","MG984489","AVH87123","2017/09/08"
"7096","CY244721","ATD52154","2017/08/11"
"6820","CY257765","ATZ78465","2017/10/09"
"8219","CY255789","ATX60616","2017/10/06"
"2654","MH393252","AWN24745","2017/06/09"
"4197","MG198920","ATQ38933","2017/07/15"
"7538","CY250675","ATU90036","2017/10/19"
"6778","CY246982","ATP79794","2017/09/11"
"6788","CY249835","ATP79818","2017/09/28"
"11642","MK159059","AZK16012","2017/07/24"
"13140","MH779002","AXP19263","2017/12/28"
"7535","CY243758","ASZ79928","2017/08/14"
"8104","CY249979","ATP80600","2017/09/27"
"7543","CY260889","AUH30034","2017/11/08"
"12796","MH246802","AWC08093","2017/12/04"
"6384","CY250115","ATP80903","2017/10/09"
"15086","MK027736","AYG77755","2018/08/17"
"14896","MK027694","AYG77692","2018/08/18"
"5092","MK244843","AZG02710","2018/10/08"
"5245","MH601554","AXB53049","2017/10/06"
"5337","MH201583","AVZ24018","2017/12/15"
"6764","CY234874","ASB16847","2017/04/29"
"5662","MG066690","ATO93973","2017/03/17"
"5664","MG066683","ATO93966","2017/03/20"
"2968","CY240055","ASU07669","2017/06/24"
"771","MN299976","QED13114","2016/12/24"
"5218","CY250547","ATU89712","2017/09/10"
"9179","CY235018","ASE04513","2017/01/17"
"9538","CY259303","AUC65157","2017/04/02"
"978","MN299848","QED12986","2017/02/04"
"9213","CY244171","ATD11227","2017/02/19"
"6476","CY212041","APT44374","2016/12/08"
"10877","CY227526","ARJ35000","2017/03/06"
"5197","CY223125","ARB17542","2017/02/22"
"9905","CY220519","AQW36816","2017/01/30"
"6730","CY210727","APT38762","2016/11/29"
"8431","CY222805","ARB16809","2017/02/07"
"555","CY222853","ARB16969","2017/01/30"
"1042","MN299424","QED12562","2017/01/19"
"3886","CY223934","ARD25845","2017/02/15"
"5163","CY216017","AQS19748","2017/01/08"
"7365","CY222917","ARB17120","2017/02/23"
"12711","CY216049","AQS19829","2017/01/15"
"7433","CY244233","ATD11289","2017/03/01"
"12266","CY243895","ATD10951","2017/01/04"
"12321","MF182521","APF29728","2017/02/03"
"12767","CY213114","APW81619","2016/12/12"
"10852","CY218198","AQS97114","2016/12/28"
"10853","CY226519","AQS97114","2016/12/28"
"10058","CY210496","APT38210","2016/11/16"
"9934","CY227422","ARJ34844","2017/02/12"
"1816","CY220255","AQW36079","2017/01/28"
"13089","CY243965","ATD11021","2017/01/04"
"13086","CY243901","ATD10957","2017/01/05"
"2828","CY243928","ATD10984","2017/01/03"
"5527","CY227598","ARJ35108","2017/03/13"
"7754","CY221902","AQY20913","2017/01/19"
"12721","CY226623","ARH14898","2017/01/09"
"12734","CY226655","ARH14945","2017/01/26"
"12774","CY226567","ARH14815","2016/12/16"
"12733","CY226607","ARH14874","2017/01/24"
"140","CY230738","ARQ87082","2017/03/30"
"8385","CY244169","ATD11225","2017/02/09"
"6794","CY244005","ATD11061","2017/01/14"
"5991","CY244390","ATD11446","2017/03/07"
"5252","CY244222","ATD11278","2017/03/01"
"3322","CY244156","ATD11212","2017/02/10"
"13084","CY234991","ASE04486","2016/12/24"
"6800","CY244229","ATD11285","2017/02/24"
"10738","CY230602","ARQ86645","2017/03/14"
"10844","CY214426","AQI09056","2016/12/17"
"3528","CY228429","ARO43266","2017/03/23"
"13153","CY227502","ARJ34964","2017/03/01"
"7282","CY234682","ASB16560","2017/04/29"
"3455","CY223734","ARD25325","2017/02/08"
"8091","CY228781","ARO44256","2017/03/28"
"9963","CY232578","ARS00494","2017/04/03"
"14958","CY234810","ASB16751","2017/05/01"
"8248","CY243944","ATD11000","2017/01/04"
"6756","CY234466","ASB16237","2017/04/10"
"10728","CY224094","ARD26624","2017/02/23"
"8381","CY213234","APW81820","2016/12/15"
"7165","CY232610","ARS00674","2017/04/16"
"3584","CY234562","ASB16380","2017/04/19"
"2914","CY216473","AQS20817","2017/01/09"
"2199","MF182496","AKQ09862","2017/02/07"
"6308","CY216193","AQS20221","2017/01/11"
"3245","CY244155","ATD11211","2017/02/15"
"1010","MN299911","QED13049","2017/02/19"
"12756","CY230277","ARO41415","2017/03/10"
"8194","CY227566","ARJ35060","2017/03/10"
"12928","KY289497","APH10820","2016/10/21"
"10855","CY216121","AQS19981","2016/12/30"
"12945","CY226791","ARH15170","2016/12/21"
"10057","CY244014","ATD11070","2017/01/18"
"7034","KY115878","APC58518","2016/08/31"
"9915","CY224014","ARD26086","2017/02/03"
"13908","CY220479","AQW36701","2017/02/01"
"13055","CY221854","AQY20841","2017/02/13"
"10805","CY214346","AQI08848","2017/01/10"
"10149","CY244251","ATD11307","2017/02/21"
"6689","CY227118","ARJ34388","2017/01/28"
"12851","CY214818","AQI21099","2017/01/10"
"12238","CY234216","ASB15862","2017/04/12"
"391","CY230538","ARQ86463","2017/02/25"
"3783","CY210583","APT38438","2016/11/15"
"8131","CY214594","AQI13212","2017/01/01"
"13871","CY244136","ATD11192","2017/02/02"
"5774","CY234887","ASB34046","2016/11/02"
"5775","CY234920","ASB34079","2016/12/08"
"10061","CY211978","APT44280","2016/12/02"
"125","CY239713","ASU07069","2017/02/13"
"3177","CY224838","ARH15134","2017/02/24"
"10287","CY244256","ATD11312","2017/03/08"
"12853","CY238569","ASK80475","2017/03/31"
"9514","CY258999","AUC64584","2016/12/27"
"9513","CY258991","AUC64572","2016/12/23"
"4059","MF182499","ALB07296","2017/01/17"
"5242","CY212706","APW80897","2016/12/13"
"4060","MF182500","ALB07296","2017/01/24"
"10513","CY244120","ATD11176","2017/02/02"
"5059","CY222005","AQZ37547","2017/01/24"
"515","CY211898","APT44160","2016/11/24"
"5973","CY214226","APY26348","2016/12/21"
"1773","KY289450","APH10745","2016/10/27"
"12929","CY211779","APT43982","2016/12/03"
"8198","CY228805","ARO44292","2017/03/21"
"562","CY227694","ARJ35252","2017/02/22"
"1044","MN299426","QED12564","2017/01/21"
"1025","MN299933","QED13071","2017/03/13"
"9189","CY243947","ATD11003","2017/01/17"
"10274","CY234936","ASB34095","2016/12/21"
"1003","MN299901","QED13039","2017/02/14"
"10508","CY244022","ATD11078","2017/01/30"
"867","MN299585","QED12723","2017/01/07"
"957","MN299793","QED12931","2017/01/29"
"869","MN299608","QED12746","2017/01/09"
"1595","KY583625","AQS35123","2016/12/29"
"12330","MF182528","APF29728","2016/10/03"
"12329","MF182527","APF29728","2016/09/26"
"8252","CY244235","ATD11291","2017/02/21"
"1059","MN299474","QED12612","2017/02/16"
"12375","CY235840","ASK83738","2017/03/12"
"12221","CY216561","AQS20981","2017/01/17"
"6872","CY231132","ARQ86679","2017/03/09"
"2989","CY210306","APT37752","2016/11/05"
"11394","CY223838","ARD25580","2017/02/13"
"7064","CY226695","ARH15002","2017/02/07"
"838","MN299509","QED12647","2017/01/03"
"1020","MN299927","QED13065","2017/03/01"
"15084","CY235456","APT44362","2016/12/06"
"15083","CY212033","APT44362","2016/12/06"
"14271","CY210807","APT38968","2016/11/30"
"7687","CY222965","ARB17214","2016/02/07"
"15070","KY116182","APC58974","2016/10/02"
"3438","CY219201","AQS98281","2017/01/26"
"4519","CY244048","ATD11104","2017/01/04"
"14601","CY243980","ATD11036","2016/12/31"
"678","KY949820","ARO85094","2017/02/12"
"455","CY244553","ATD51814","2017/07/31"
"674","KY950099","ARO84993","2017/02/06"
"3596","CY235880","ASK83896","2017/05/19"
"12852","CY238561","ASK80463","2017/03/29"
"404","CY230642","ARQ86798","2017/03/21"
"1927","CY228869","ARO44454","2017/02/01"
"2919","CY216481","AQS20829","2017/01/11"
"10845","CY214434","AQI09079","2016/12/21"
"6708","CY227134","ARJ34412","2017/02/16"
"3176","CY223886","ARD25696","2017/02/13"
"676","KY949900","ARO85042","2017/02/09"
"14595","CY243921","ATD10977","2017/01/23"
"5439","CY234634","ASB16488","2017/04/13"
"9167","CY234934","ASB34093","2016/12/15"
"6944","CY243941","ATD10997","2017/01/25"
"1537","KY583624","AQS35122","2017/01/05"
"6945","CY244104","ATD11160","2017/02/08"
"7584","MF182513","AKQ09947","2017/02/15"
"11458","MF782960","ATB53542","2017/01/18"
"13090","CY243968","ATD11024","2017/01/24"
"10579","KY583709","AQS35207","2017/01/06"
"2151","MG279294","AKQ09862","2017/04/04"
"13093","CY244073","ATD11129","2017/02/06"
"89","CY244196","ATD11252","2017/02/27"
"922","MN299728","QED12866","2017/01/19"
"13102","CY244274","ATD11330","2017/02/22"
"13114","CY244409","ATD11465","2017/02/02"
"11459","MF782898","ATB53611","2017/02/02"
"10628","KY583708","AQS35206","2016/12/21"
"10052","CY243952","ATD11008","2017/01/12"
"13095","CY244132","ATD11188","2017/02/14"
"13079","CY234940","ASB34099","2016/12/19"
"5075","CY224118","ARD26693","2017/03/06"
"7351","CY216777","AQS21492","2017/01/25"
"8150","CY216281","AQS20463","2017/01/08"
"7382","CY234674","ASB16548","2017/04/21"
"10724","CY222989","ARB17283","2017/02/14"
"3507","CY227398","ARJ34808","2017/02/19"
"7349","CY215162","AQI25253","2017/01/12"
"3456","CY211994","APT44304","2016/11/27"
"12717","CY226639","ARH14921","2017/01/04"
"5483","CY215945","AQS19574","2017/01/17"
"7217","CY216689","AQS21294","2017/01/19"
"14955","CY230229","ARO41347","2017/03/07"
"10583","KY583706","AQS35204","2017/01/07"
"1961","CY243927","ATD10983","2017/01/24"
"959","MN299798","QED12936","2017/01/30"
"998","MN299895","QED13033","2017/02/12"
"936","MN299760","QED12898","2017/01/23"
"2991","CY214802","AQI17402","2016/11/30"
"6047","CY220375","AQW36435","2017/01/27"
"12269","CY244070","ATD11126","2017/01/13"
"3746","CY208968","APO18289","2016/10/14"
"5185","CY220487","AQW36713","2017/01/31"
"15003","CY228701","ARO44015","2017/03/19"
"5161","CY216009","AQS19736","2017/01/07"
"5246","CY214050","APY26084","2016/12/15"
"5201","CY225230","ARH16989","2017/03/06"
"12320","MF182520","APF29728","2017/01/19"
"3447","CY220367","AQW36412","2017/01/24"
"12268","CY244026","ATD11082","2017/01/26"
"6380","CY235952","ASK84255","2017/05/31"
"14517","CY235616","ASK82161","2017/04/17"
"14516","CY235624","ASK82161","2017/04/17"
"6040","CY216137","AQS20027","2017/01/16"
"6062","CY223950","ARD25913","2017/02/09"
"9543","CY259375","AUC65265","2017/01/09"
"3244","CY235010","ASE04505","2017/01/11"
"405","CY230650","ARQ86810","2017/03/27"
"13809","CY235784","ASK83133","2017/05/11"
"4467","CY244705","ATD52130","2017/08/04"
"12971","CY226831","ARH15230","2017/01/14"
"7056","CY226703","ARH15014","2017/01/03"
"9943","CY227614","ARJ35132","2017/02/14"
"7238","CY222893","ARB17062","2017/02/17"
"12932","CY213250","APW81844","2016/12/22"
"13226","CY238394","ASK80223","2017/01/11"
"12381","CY235864","ASK83818","2017/03/29"
"13097","CY244134","ATD11190","2017/02/15"
"7159","CY233408","ARR99313","2017/04/03"
"3484","CY223918","ARD25777","2017/02/10"
"7150","CY233370","ARR99258","2017/03/13"
"13323","CY238298","ASK80087","2017/03/06"
"15131","CY221981","AQZ37478","2017/02/09"
"3721","KY115982","APC58674","2016/09/07"
"8258","MK401402","QAB04168","2018/04/04"
"4038","MK382010","AZY87819","2018/01/10"
"4070","MK502464","QBA98527","2018/03/13"
"3436","MH082172","AVP06694","2018/01/10"
"3940","MG974402","AVG71431","2017/12/05"
"3938","MG974394","AVG71419","2017/12/01"
"5567","CY250579","ATU89793","2017/10/06"
"7957","CY255837","ATX60743","2017/10/06"
"7106","CY245318","ATI23113","2017/09/11"
"7108","CY245334","ATI23137","2017/09/12"
"3510","CY227430","ARJ34856","2017/03/04"
"12752","CY230285","ARO41427","2017/02/20"
"492","CY260710","AUH29513","2017/10/19"
"3630","CY242078","ASV64235","2017/07/09"
"9897","MH082684","AVP07462","2018/01/23"
"10192","MH082740","AVP07546","2018/01/12"
"13170","MH885285","AXX75442","2017/12/29"
"10525","MH778996","AXP19257","2018/01/22"
"3201","CY245118","ATI22697","2017/09/06"
"14901","CY226535","ARH14767","2017/01/24"
"12770","CY214634","AQI13305","2016/12/27"
"7157","CY233400","ARR99301","2017/03/30"
"7169","CY234698","ASB16583","2017/04/17"
"12351","MH586380","AXA19300","2018/02/07"
"2938","CY227222","ARJ34544","2017/02/10"
"1022","MN299930","QED13068","2017/03/11"
"13108","CY244285","ATD11341","2017/02/08"
"5821","MH701668","AXH81438","2018/03/01"
"14733","MH083064","AVP08032","2018/01/11"
"10454","CY258156","ATZ79337","2017/10/06"
"12972","CY242326","ASW32930","2017/07/08"
"14968","CY245070","ATI22625","2017/08/22"
"14963","CY242398","ASW33135","2017/07/24"
"1047","MN299431","QED12569","2017/01/25"
"3592","CY235872","ASK83884","2017/05/10"
"13156","MH885250","AXX75407","2018/01/18"
"2174","MK898474","AKQ09862","2018/01/04"
"12493","MK898433","QCO71772","2018/01/11"
"7288","CY235976","ASK84302","2017/05/15"
"693","MH637795","AXO65239","2017/12/15"
"8518","CY212690","APW80873","2016/12/14"
"3861","CY220055","AQW35438","2017/01/10"
"3780","CY210575","APT38384","2016/11/11"
"5431","CY227582","ARJ35084","2017/03/09"
"567","CY227710","ARJ35276","2017/02/27"
"12964","CY226823","ARH15218","2017/01/08"
"13289","CY238274","ASK80051","2017/02/12"
"12766","CY233259","ARR99098","2017/03/20"
"531","CY216537","AQS20924","2017/01/09"
"7582","MF182510","AKQ09947","2016/12/16"
"12273","CY244269","ATD11325","2017/03/01"
"559","CY222869","ARB16993","2017/02/01"
"6315","CY220535","AQW36851","2017/01/24"
"660","KY950007","ARO84797","2017/01/05"
"672","KY949661","ARO84952","2017/01/31"
"675","KY950120","ARO85029","2017/02/08"
"12754","CY230301","ARO41451","2017/02/27"
"673","KY949955","ARO84972","2017/01/31"
"4522","CY244052","ATD11108","2017/01/13"
"13096","CY244133","ATD11189","2017/02/13"
"5783","CY244094","ATD11150","2017/01/31"
"786","MN299483","QED12621","2017/01/01"
"1049","MN299443","QED12581","2017/02/01"
"821","MN300003","QED13141","2016/12/27"
"13978","CY214362","AQI08883","2016/12/27"
"1789","CY209408","APO19066","2016/10/15"
"13976","CY212802","APW81118","2016/12/05"
"670","KY950063","ARO84935","2017/01/30"
"1943","CY234906","ASB34065","2016/12/12"
"1956","CY243870","ATD10926","2017/01/20"
"1965","CY244207","ATD11263","2017/03/03"
"9173","CY234972","ASE04467","2017/01/08"
"1835","CY214922","AQI21266","2016/12/25"
"8807","CY243495","ASZ79490","2017/06/28"
"665","KY949711","ARO84876","2017/01/20"
"8005","KY289619","APH11006","2016/10/17"
"15147","CY223181","ARB17681","2017/03/02"
"3741","KY289109","APH10238","2016/10/03"
"8098","KY003480","AOZ81767","2016/09/07"
"3790","CY212010","APT44328","2016/11/20"
"6462","CY232547","ARS00447","2017/04/13"
"7797","KX916892","AOT89783","2016/08/11"
"9698","CY255169","ATV89682","2016/09/10"
"682","KY950005","ARO85146","2017/02/14"
"691","MH637731","AXO65150","2017/04/06"
"6290","KY949883","ARO85516","2016/12/26"
"681","KY950048","ARO85134","2017/02/14"
"3663","CY244040","ATD11096","2017/01/24"
"9770","CY266503","AUW53232","2017/08/09"
"9827","MH842580","AXU39510","2017/08/08"
"9814","CY266783","AUW53791","2017/07/30"
"9736","CY266831","AUW53863","2017/08/11"
"9819","CY266655","AUW53599","2017/07/21"
"9846","CY266647","AUW53587","2017/10/11"
"9787","MH842484","AXU39366","2017/07/12"
"9845","CY266415","AUW53100","2017/08/28"
"9829","CY266863","AUW53911","2017/07/28"
"10048","CY243885","ATD10941","2017/01/18"
"6064","CY227318","ARJ34688","2017/02/23"
"12704","CY216041","AQS19817","2017/01/14"
"5193","CY223101","ARB17506","2017/02/20"
"6991","MH701684","AXH81462","2017/11/13"
"2147","MG914259","AKQ09862","2017/10/31"
"2124","MG914155","AKQ09862","2017/11/06"
"10870","CY243503","ASZ79502","2017/08/08"
"6796","CY244056","ATD11112","2017/02/08"
"12325","MG279246","APF29728","2017/06/23"
"899","MN299670","QED12808","2017/01/13"
"5985","CY234968","ASE04463","2016/12/23"
"902","MN299674","QED12812","2017/01/13"
"9165","CY234929","ASB34088","2016/12/19"
"1963","CY242038","ASV64120","2017/07/01"
"9834","MH842596","AXU39534","2017/08/14"
"9809","CY266471","AUW53184","2017/06/28"
"9842","CY266703","AUW53671","2017/07/21"
"9725","CY266367","AUW53028","2017/07/17"
"9849","MH842668","AXU39642","2017/06/12"
"9851","MH842684","AXU39666","2017/07/31"
"1501","CY255433","ATV90077","2016/10/29"
"7059","CY226671","ARH14968","2017/01/27"
"7095","CY242278","ASW32814","2017/07/20"
"186","CY240079","ASU07705","2017/06/16"
"3901","CY247134","ATP80089","2017/07/24"
"11543","MH347048","AWW21048","2017/01/11"
"6164","MG431372","AUD54850","2017/05/19"
"6173","MG431385","AUD54863","2017/06/07"
"6163","MG431371","AUD54849","2017/05/19"
"6165","MG431374","AUD54852","2017/05/25"
"6154","MF599428","ASV62053","2017/03/07"
"6151","MF599423","ASV62048","2017/03/04"
"6152","MF599426","ASV62051","2017/03/05"
"6169","MG431387","AUD54865","2017/03/24"
"6157","MF599430","ASV62055","2017/03/12"
"6156","MF599429","ASV62054","2017/03/10"
"6170","MG431388","AUD54866","2017/03/27"
"6179","MG431380","AUD54858","2017/07/26"
"6147","MF599431","ASV62056","2017/02/01"
"6148","MF599425","ASV62050","2017/03/01"
"6167","MG431389","AUD54867","2017/03/02"
"6171","MG431383","AUD54861","2017/05/25"
"6162","MF599432","ASV62057","2017/04/04"
"6160","MF599422","ASV62047","2017/04/03"
"6166","MG431375","AUD54853","2017/05/25"
"6155","MF599420","ASV62045","2017/03/08"
"6153","MF599419","ASV62044","2017/03/06"
"893","MN299650","QED12788","2017/01/11"
"10941","KY116222","APC59034","2016/09/27"
"6413","MN250829","QDX16077","2017/07/03"
"6410","MN250864","QDX16109","2017/06/08"
"5678","KY435815","APU51960","2016/11/01"
"842","MN299532","QED12670","2017/01/04"
"1060","MN299477","QED12615","2017/02/17"
"11560","MH346612","AWW20483","2017/06/13"
"11553","MH346849","AWW21048","2017/05/30"
"11555","MH347065","AWW21048","2017/06/17"
"11569","MH346842","AWW20748","2017/05/30"
"11575","MH346570","AWW20343","2017/06/15"
"7040","CY226759","ARH15110","2017/01/19"
"7084","CY230085","ARO41123","2017/02/13"
"12233","CY227926","ARO41732","2017/03/21"
"7055","CY226767","ARH15122","2017/01/23"
"10210","CY232356","ARS00032","2017/04/04"
"7153","CY233432","ARR99348","2017/03/22"
"7161","CY228933","ARO44627","2017/03/30"
"7155","CY233448","ARR99371","2017/03/27"
"6885","CY234490","ASB16273","2017/04/07"
"1777","KY289326","APH10565","2016/10/17"
"1778","KY289329","APH10568","2016/10/17"
"1775","KY289374","APH10629","2016/10/17"
"8084","KY044470","AOZ85422","2016/03/10"
"8085","KX416616","AOZ85422","2016/03/10"
"12186","CY254433","ATV88591","2016/07/06"
"12543","CY254489","ATV88675","2016/06/30"
"2571","KY486345","AQN75724","2016/12/12"
"2578","KY486355","AQN75734","2016/12/12"
"7523","CY210631","APT38521","2016/11/21"
"2660","MH393246","AWN24739","2016/10/31"
"8464","CY210290","APT37665","2016/10/18"
"10755","CY209280","APO18874","2016/11/01"
"14135","CY255009","ATV89443","2016/08/29"
"15067","KY116198","APC58998","2016/09/29"
"5777","CY234967","ASE04462","2016/12/24"
"10041","KY115846","APC58470","2016/09/08"
"12949","CY226990","ARH15462","2016/12/29"
"1533","KY583650","AQS35148","2017/01/04"
"9385","KX918052","AOT91522","2016/04/26"
"12539","CY254961","ATV89371","2016/08/15"
"12546","CY254633","ATV88879","2016/07/02"
"504","KX916828","AOT89687","2016/05/04"
"2975","KX918164","AOT91690","2016/03/28"
"1782","KY289384","APH10644","2016/11/02"
"2956","KX918204","AOT91750","2016/03/11"
"1769","KY289593","APH10964","2016/10/20"
"7673","KY003479","AOZ81766","2016/09/09"
"14635","KY116446","APC59369","2016/10/05"
